Date,Unit,DayOfWeek,IsHoliday,HolidayName,HolidayType,SurgeriesPerDay,PatientsPerDay,LinenUsage
25/02/2025,ICU,Tuesday,FALSE,,,0,14,54
25/02/2025,Maternity,Tuesday,FALSE,,,0,9,35
26/02/2025,OR,Wednesday,FALSE,,,15,15,268
26/02/2025,MedSurg,Wednesday,FALSE,,,0,72,227
26/02/2025,ICU,Wednesday,FALSE,,,0,16,72
26/02/2025,Maternity,Wednesday,FALSE,,,0,10,35
27/02/2025,OR,Thursday,FALSE,,,19,19,330
27/02/2025,MedSurg,Thursday,FALSE,,,0,65,200
27/02/2025,ICU,Thursday,FALSE,,,0,14,73
27/02/2025,Maternity,Thursday,FALSE,,,0,9,31
28/02/2025,OR,Friday,FALSE,,,18,18,328
28/02/2025,MedSurg,Friday,FALSE,,,0,75,246
28/02/2025,ICU,Friday,FALSE,,,0,16,53
28/02/2025,Maternity,Friday,FALSE,,,0,11,36
01/03/2025,OR,Saturday,FALSE,,,8,8,137
01/03/2025,MedSurg,Saturday,FALSE,,,0,66,208
01/03/2025,ICU,Saturday,FALSE,,,0,14,58
01/03/2025,Maternity,Saturday,FALSE,,,0,9,28
02/03/2025,OR,Sunday,FALSE,,,7,7,122
02/03/2025,MedSurg,Sunday,FALSE,,,0,70,209
02/03/2025,ICU,Sunday,FALSE,,,0,15,74
02/03/2025,Maternity,Sunday,FALSE,,,0,10,36
03/03/2025,OR,Monday,FALSE,,,20,20,357
03/03/2025,MedSurg,Monday,FALSE,,,0,61,187
03/03/2025,ICU,Monday,FALSE,,,0,13,71
03/03/2025,Maternity,Monday,FALSE,,,0,9,34
04/03/2025,OR,Tuesday,FALSE,,,19,19,339
04/03/2025,MedSurg,Tuesday,FALSE,,,0,65,219
04/03/2025,ICU,Tuesday,FALSE,,,0,14,57
04/03/2025,Maternity,Tuesday,FALSE,,,0,9,34
05/03/2025,OR,Wednesday,FALSE,,,20,20,352
05/03/2025,MedSurg,Wednesday,FALSE,,,0,64,184
05/03/2025,ICU,Wednesday,FALSE,,,0,14,55
05/03/2025,Maternity,Wednesday,FALSE,,,0,9,38
06/03/2025,OR,Thursday,FALSE,,,21,21,379
06/03/2025,MedSurg,Thursday,FALSE,,,0,66,203
06/03/2025,ICU,Thursday,FALSE,,,0,14,80
06/03/2025,Maternity,Thursday,FALSE,,,0,9,43
07/03/2025,OR,Friday,FALSE,,,14,14,249
07/03/2025,MedSurg,Friday,FALSE,,,0,69,226
07/03/2025,ICU,Friday,FALSE,,,0,15,59
07/03/2025,Maternity,Friday,FALSE,,,0,10,44
08/03/2025,OR,Saturday,FALSE,,,6,6,120
08/03/2025,MedSurg,Saturday,FALSE,,,0,63,190
08/03/2025,ICU,Saturday,FALSE,,,0,14,57
08/03/2025,Maternity,Saturday,FALSE,,,0,9,33
09/03/2025,OR,Sunday,FALSE,,,4,4,68
09/03/2025,MedSurg,Sunday,FALSE,,,0,60,173
09/03/2025,ICU,Sunday,FALSE,,,0,13,59
09/03/2025,Maternity,Sunday,FALSE,,,0,9,41
10/03/2025,OR,Monday,FALSE,,,15,15,274
10/03/2025,MedSurg,Monday,FALSE,,,0,66,196
10/03/2025,ICU,Monday,FALSE,,,0,14,46
10/03/2025,Maternity,Monday,FALSE,,,0,9,31
11/03/2025,OR,Tuesday,FALSE,,,19,19,345
11/03/2025,MedSurg,Tuesday,FALSE,,,0,70,221
11/03/2025,ICU,Tuesday,FALSE,,,0,15,81
11/03/2025,Maternity,Tuesday,FALSE,,,0,10,38
12/03/2025,OR,Wednesday,FALSE,,,16,16,294
12/03/2025,MedSurg,Wednesday,FALSE,,,0,74,221
12/03/2025,ICU,Wednesday,FALSE,,,0,16,82
12/03/2025,Maternity,Wednesday,FALSE,,,0,10,38
13/03/2025,OR,Thursday,FALSE,,,21,21,385
13/03/2025,MedSurg,Thursday,FALSE,,,0,60,184
13/03/2025,ICU,Thursday,FALSE,,,0,13,67
13/03/2025,Maternity,Thursday,FALSE,,,0,8,20
14/03/2025,OR,Friday,FALSE,,,16,16,292
14/03/2025,MedSurg,Friday,FALSE,,,0,57,176
14/03/2025,ICU,Friday,FALSE,,,0,12,50
14/03/2025,Maternity,Friday,FALSE,,,0,8,25
15/03/2025,OR,Saturday,FALSE,,,7,7,124
15/03/2025,MedSurg,Saturday,FALSE,,,0,63,188
15/03/2025,ICU,Saturday,FALSE,,,0,14,56
15/03/2025,Maternity,Saturday,FALSE,,,0,9,29
16/03/2025,OR,Sunday,FALSE,,,5,5,85
16/03/2025,MedSurg,Sunday,FALSE,,,0,73,238
16/03/2025,ICU,Sunday,FALSE,,,0,16,65
16/03/2025,Maternity,Sunday,FALSE,,,0,10,25
17/03/2025,OR,Monday,FALSE,,,16,16,273
17/03/2025,MedSurg,Monday,FALSE,,,0,60,182
17/03/2025,ICU,Monday,FALSE,,,0,13,46
17/03/2025,Maternity,Monday,FALSE,,,0,8,23
18/03/2025,OR,Tuesday,FALSE,,,20,20,359
18/03/2025,MedSurg,Tuesday,FALSE,,,0,64,179
18/03/2025,ICU,Tuesday,FALSE,,,0,14,60
18/03/2025,Maternity,Tuesday,FALSE,,,0,9,42
19/03/2025,OR,Wednesday,FALSE,,,15,15,271
19/03/2025,MedSurg,Wednesday,FALSE,,,0,75,242
19/03/2025,ICU,Wednesday,FALSE,,,0,16,80
19/03/2025,Maternity,Wednesday,FALSE,,,0,11,29
20/03/2025,OR,Thursday,FALSE,,,17,17,302
20/03/2025,MedSurg,Thursday,FALSE,,,0,65,219
20/03/2025,ICU,Thursday,FALSE,,,0,14,68
20/03/2025,Maternity,Thursday,FALSE,,,0,9,33
21/03/2025,OR,Friday,FALSE,,,15,15,258
21/03/2025,MedSurg,Friday,FALSE,,,0,67,207
21/03/2025,ICU,Friday,FALSE,,,0,14,82
21/03/2025,Maternity,Friday,FALSE,,,0,9,23
22/03/2025,OR,Saturday,FALSE,,,7,7,121
22/03/2025,MedSurg,Saturday,FALSE,,,0,68,202
22/03/2025,ICU,Saturday,FALSE,,,0,15,77
22/03/2025,Maternity,Saturday,FALSE,,,0,10,48
23/03/2025,OR,Sunday,FALSE,,,3,3,60
23/03/2025,MedSurg,Sunday,FALSE,,,0,71,227
23/03/2025,ICU,Sunday,FALSE,,,0,15,52
23/03/2025,Maternity,Sunday,FALSE,,,0,10,32
24/03/2025,OR,Monday,FALSE,,,21,21,382
24/03/2025,MedSurg,Monday,FALSE,,,0,66,206
24/03/2025,ICU,Monday,FALSE,,,0,14,68
24/03/2025,Maternity,Monday,FALSE,,,0,9,29
25/03/2025,OR,Tuesday,FALSE,,,18,18,320
25/03/2025,MedSurg,Tuesday,FALSE,,,0,58,171
25/03/2025,ICU,Tuesday,FALSE,,,0,12,38
25/03/2025,Maternity,Tuesday,FALSE,,,0,8,27
26/03/2025,OR,Wednesday,FALSE,,,14,14,246
26/03/2025,MedSurg,Wednesday,FALSE,,,0,66,205
26/03/2025,ICU,Wednesday,FALSE,,,0,14,69
26/03/2025,Maternity,Wednesday,FALSE,,,0,9,25
27/03/2025,OR,Thursday,FALSE,,,15,15,273
27/03/2025,MedSurg,Thursday,FALSE,,,0,69,222
27/03/2025,ICU,Thursday,FALSE,,,0,15,72
27/03/2025,Maternity,Thursday,FALSE,,,0,10,36
28/03/2025,OR,Friday,FALSE,,,20,20,349
28/03/2025,MedSurg,Friday,FALSE,,,0,53,163
28/03/2025,ICU,Friday,FALSE,,,0,11,43
28/03/2025,Maternity,Friday,FALSE,,,0,7,14
29/03/2025,OR,Saturday,FALSE,,,3,3,59
29/03/2025,MedSurg,Saturday,FALSE,,,0,74,235
29/03/2025,ICU,Saturday,FALSE,,,0,16,71
29/03/2025,Maternity,Saturday,FALSE,,,0,10,39
30/03/2025,OR,Sunday,FALSE,,,3,3,56
30/03/2025,MedSurg,Sunday,FALSE,,,0,66,212
30/03/2025,ICU,Sunday,FALSE,,,0,14,84
30/03/2025,Maternity,Sunday,FALSE,,,0,9,42
31/03/2025,OR,Monday,FALSE,,,19,19,350
31/03/2025,MedSurg,Monday,FALSE,,,0,59,168
31/03/2025,ICU,Monday,FALSE,,,0,12,70
31/03/2025,Maternity,Monday,FALSE,,,0,8,37
01/04/2025,OR,Tuesday,FALSE,,,18,18,329
01/04/2025,MedSurg,Tuesday,FALSE,,,0,65,213
01/04/2025,ICU,Tuesday,FALSE,,,0,14,48
01/04/2025,Maternity,Tuesday,FALSE,,,0,9,19
02/04/2025,OR,Wednesday,FALSE,,,19,19,342
02/04/2025,MedSurg,Wednesday,FALSE,,,0,77,247
02/04/2025,ICU,Wednesday,FALSE,,,0,16,81
02/04/2025,Maternity,Wednesday,FALSE,,,0,11,36
03/04/2025,OR,Thursday,FALSE,,,19,19,337
03/04/2025,MedSurg,Thursday,FALSE,,,0,72,220
03/04/2025,ICU,Thursday,FALSE,,,0,15,81
03/04/2025,Maternity,Thursday,FALSE,,,0,10,50
04/04/2025,OR,Friday,FALSE,,,18,18,324
04/04/2025,MedSurg,Friday,FALSE,,,0,68,206
04/04/2025,ICU,Friday,FALSE,,,0,14,60
04/04/2025,Maternity,Friday,FALSE,,,0,10,29
05/04/2025,OR,Saturday,FALSE,,,7,7,123
05/04/2025,MedSurg,Saturday,FALSE,,,0,67,201
05/04/2025,ICU,Saturday,FALSE,,,0,14,65
05/04/2025,Maternity,Saturday,FALSE,,,0,9,23
06/04/2025,OR,Sunday,FALSE,,,7,7,120
06/04/2025,MedSurg,Sunday,FALSE,,,0,56,172
06/04/2025,ICU,Sunday,FALSE,,,0,12,64
06/04/2025,Maternity,Sunday,FALSE,,,0,8,34
07/04/2025,OR,Monday,FALSE,,,19,19,330
07/04/2025,MedSurg,Monday,FALSE,,,0,67,215
07/04/2025,ICU,Monday,FALSE,,,0,14,66
07/04/2025,Maternity,Monday,FALSE,,,0,9,44
08/04/2025,OR,Tuesday,FALSE,,,20,20,374
08/04/2025,MedSurg,Tuesday,FALSE,,,0,73,225
08/04/2025,ICU,Tuesday,FALSE,,,0,15,75
08/04/2025,Maternity,Tuesday,FALSE,,,0,10,56
09/04/2025,OR,Wednesday,FALSE,,,19,19,342
09/04/2025,MedSurg,Wednesday,FALSE,,,0,63,187
09/04/2025,ICU,Wednesday,FALSE,,,0,13,62
09/04/2025,Maternity,Wednesday,FALSE,,,0,9,29
10/04/2025,OR,Thursday,FALSE,,,20,20,371
10/04/2025,MedSurg,Thursday,FALSE,,,0,71,222
10/04/2025,ICU,Thursday,FALSE,,,0,15,69
10/04/2025,Maternity,Thursday,FALSE,,,0,10,45
11/04/2025,OR,Friday,FALSE,,,16,16,289
11/04/2025,MedSurg,Friday,FALSE,,,0,64,199
11/04/2025,ICU,Friday,FALSE,,,0,13,66
11/04/2025,Maternity,Friday,FALSE,,,0,9,35
12/04/2025,OR,Saturday,FALSE,,,4,4,70
12/04/2025,MedSurg,Saturday,FALSE,,,0,71,230
12/04/2025,ICU,Saturday,FALSE,,,0,15,52
12/04/2025,Maternity,Saturday,FALSE,,,0,10,27
13/04/2025,OR,Sunday,FALSE,,,5,5,91
13/04/2025,MedSurg,Sunday,FALSE,,,0,61,181
13/04/2025,ICU,Sunday,FALSE,,,0,12,67
13/04/2025,Maternity,Sunday,FALSE,,,0,8,42
14/04/2025,OR,Monday,FALSE,,,14,14,258
14/04/2025,MedSurg,Monday,FALSE,,,0,70,213
14/04/2025,ICU,Monday,FALSE,,,0,14,65
14/04/2025,Maternity,Monday,FALSE,,,0,10,22
15/04/2025,OR,Tuesday,FALSE,,,19,19,350
15/04/2025,MedSurg,Tuesday,FALSE,,,0,61,195
15/04/2025,ICU,Tuesday,FALSE,,,0,12,47
15/04/2025,Maternity,Tuesday,FALSE,,,0,8,29
16/04/2025,OR,Wednesday,FALSE,,,18,18,320
16/04/2025,MedSurg,Wednesday,FALSE,,,0,60,195
16/04/2025,ICU,Wednesday,FALSE,,,0,12,71
16/04/2025,Maternity,Wednesday,FALSE,,,0,8,30
17/04/2025,OR,Thursday,FALSE,,,17,17,317
17/04/2025,MedSurg,Thursday,FALSE,,,0,65,193
17/04/2025,ICU,Thursday,FALSE,,,0,13,71
17/04/2025,Maternity,Thursday,FALSE,,,0,9,46
18/04/2025,OR,Friday,TRUE,Good Friday,Statutory,4,4,59
18/04/2025,MedSurg,Friday,TRUE,Good Friday,Statutory,0,62,199
18/04/2025,ICU,Friday,TRUE,Good Friday,Statutory,0,14,72
18/04/2025,Maternity,Friday,TRUE,Good Friday,Statutory,0,8,37
19/04/2025,OR,Saturday,FALSE,,,7,7,126
19/04/2025,MedSurg,Saturday,FALSE,,,0,69,213
19/04/2025,ICU,Saturday,FALSE,,,0,14,69
19/04/2025,Maternity,Saturday,FALSE,,,0,10,29
20/04/2025,OR,Sunday,FALSE,,,7,7,127
20/04/2025,MedSurg,Sunday,FALSE,,,0,63,194
20/04/2025,ICU,Sunday,FALSE,,,0,13,47
20/04/2025,Maternity,Sunday,FALSE,,,0,9,24
21/04/2025,OR,Monday,TRUE,Easter Monday,Public,10,10,177
21/04/2025,MedSurg,Monday,TRUE,Easter Monday,Public,0,63,202
21/04/2025,ICU,Monday,TRUE,Easter Monday,Public,0,13,65
21/04/2025,Maternity,Monday,TRUE,Easter Monday,Public,0,9,36
22/04/2025,OR,Tuesday,FALSE,,,20,20,365
22/04/2025,MedSurg,Tuesday,FALSE,,,0,68,197
22/04/2025,ICU,Tuesday,FALSE,,,0,14,51
22/04/2025,Maternity,Tuesday,FALSE,,,0,9,34
23/04/2025,OR,Wednesday,FALSE,,,21,21,378
23/04/2025,MedSurg,Wednesday,FALSE,,,0,74,232
23/04/2025,ICU,Wednesday,FALSE,,,0,15,67
23/04/2025,Maternity,Wednesday,FALSE,,,0,10,33
24/04/2025,OR,Thursday,FALSE,,,17,17,308
24/04/2025,MedSurg,Thursday,FALSE,,,0,74,243
24/04/2025,ICU,Thursday,FALSE,,,0,15,86
24/04/2025,Maternity,Thursday,FALSE,,,0,10,51
25/04/2025,OR,Friday,FALSE,,,18,18,319
25/04/2025,MedSurg,Friday,FALSE,,,0,69,230
25/04/2025,ICU,Friday,FALSE,,,0,14,55
25/04/2025,Maternity,Friday,FALSE,,,0,10,32
26/04/2025,OR,Saturday,FALSE,,,7,7,128
26/04/2025,MedSurg,Saturday,FALSE,,,0,76,241
26/04/2025,ICU,Saturday,FALSE,,,0,15,59
26/04/2025,Maternity,Saturday,FALSE,,,0,11,33
27/04/2025,OR,Sunday,FALSE,,,7,7,127
27/04/2025,MedSurg,Sunday,FALSE,,,0,68,200
27/04/2025,ICU,Sunday,FALSE,,,0,13,24
27/04/2025,Maternity,Sunday,FALSE,,,0,9,43
28/04/2025,OR,Monday,FALSE,,,20,20,363
28/04/2025,MedSurg,Monday,FALSE,,,0,79,246
28/04/2025,ICU,Monday,FALSE,,,0,16,54
28/04/2025,Maternity,Monday,FALSE,,,0,11,38
29/04/2025,OR,Tuesday,FALSE,,,17,17,306
29/04/2025,MedSurg,Tuesday,FALSE,,,0,75,228
29/04/2025,ICU,Tuesday,FALSE,,,0,15,68
29/04/2025,Maternity,Tuesday,FALSE,,,0,11,35
30/04/2025,OR,Wednesday,FALSE,,,20,20,352
30/04/2025,MedSurg,Wednesday,FALSE,,,0,66,196
30/04/2025,ICU,Wednesday,FALSE,,,0,13,59
30/04/2025,Maternity,Wednesday,FALSE,,,0,9,40
01/05/2025,OR,Thursday,FALSE,,,16,16,285
01/05/2025,MedSurg,Thursday,FALSE,,,0,65,190
01/05/2025,ICU,Thursday,FALSE,,,0,13,49
01/05/2025,Maternity,Thursday,FALSE,,,0,9,36
02/05/2025,OR,Friday,FALSE,,,21,21,375
02/05/2025,MedSurg,Friday,FALSE,,,0,67,197
02/05/2025,ICU,Friday,FALSE,,,0,13,51
02/05/2025,Maternity,Friday,FALSE,,,0,9,35
03/05/2025,OR,Saturday,FALSE,,,6,6,112
03/05/2025,MedSurg,Saturday,FALSE,,,0,74,220
03/05/2025,ICU,Saturday,FALSE,,,0,14,59
03/05/2025,Maternity,Saturday,FALSE,,,0,10,34
04/05/2025,OR,Sunday,FALSE,,,4,4,61
04/05/2025,MedSurg,Sunday,FALSE,,,0,64,191
04/05/2025,ICU,Sunday,FALSE,,,0,12,47
04/05/2025,Maternity,Sunday,FALSE,,,0,9,35
05/05/2025,OR,Monday,FALSE,,,14,14,253
05/05/2025,MedSurg,Monday,FALSE,,,0,71,220
05/05/2025,ICU,Monday,FALSE,,,0,14,64
05/05/2025,Maternity,Monday,FALSE,,,0,10,38
06/05/2025,OR,Tuesday,FALSE,,,14,14,254
06/05/2025,MedSurg,Tuesday,FALSE,,,0,70,209
06/05/2025,ICU,Tuesday,FALSE,,,0,13,57
06/05/2025,Maternity,Tuesday,FALSE,,,0,10,34
07/05/2025,OR,Wednesday,FALSE,,,19,19,335
07/05/2025,MedSurg,Wednesday,FALSE,,,0,75,237
07/05/2025,ICU,Wednesday,FALSE,,,0,14,72
07/05/2025,Maternity,Wednesday,FALSE,,,0,11,38
08/05/2025,OR,Thursday,FALSE,,,15,15,269
08/05/2025,MedSurg,Thursday,FALSE,,,0,63,199
08/05/2025,ICU,Thursday,FALSE,,,0,12,67
08/05/2025,Maternity,Thursday,FALSE,,,0,9,25
09/05/2025,OR,Friday,FALSE,,,18,18,320
09/05/2025,MedSurg,Friday,FALSE,,,0,67,200
09/05/2025,ICU,Friday,FALSE,,,0,13,53
09/05/2025,Maternity,Friday,FALSE,,,0,9,25
10/05/2025,OR,Saturday,FALSE,,,7,7,116
10/05/2025,MedSurg,Saturday,FALSE,,,0,64,205
10/05/2025,ICU,Saturday,FALSE,,,0,12,52
10/05/2025,Maternity,Saturday,FALSE,,,0,9,44
11/05/2025,OR,Sunday,FALSE,,,8,8,146
11/05/2025,MedSurg,Sunday,FALSE,,,0,74,222
11/05/2025,ICU,Sunday,FALSE,,,0,14,72
11/05/2025,Maternity,Sunday,FALSE,,,0,10,14
12/05/2025,OR,Monday,FALSE,,,21,21,384
12/05/2025,MedSurg,Monday,FALSE,,,0,79,248
12/05/2025,ICU,Monday,FALSE,,,0,15,56
12/05/2025,Maternity,Monday,FALSE,,,0,11,37
13/05/2025,OR,Tuesday,FALSE,,,16,16,281
13/05/2025,MedSurg,Tuesday,FALSE,,,0,71,218
13/05/2025,ICU,Tuesday,FALSE,,,0,13,62
13/05/2025,Maternity,Tuesday,FALSE,,,0,10,38
14/05/2025,OR,Wednesday,FALSE,,,17,17,301
14/05/2025,MedSurg,Wednesday,FALSE,,,0,73,229
14/05/2025,ICU,Wednesday,FALSE,,,0,14,60
14/05/2025,Maternity,Wednesday,FALSE,,,0,10,39
15/05/2025,OR,Thursday,FALSE,,,20,20,353
15/05/2025,MedSurg,Thursday,FALSE,,,0,64,205
15/05/2025,ICU,Thursday,FALSE,,,0,12,58
15/05/2025,Maternity,Thursday,FALSE,,,0,9,24
16/05/2025,OR,Friday,FALSE,,,14,14,247
16/05/2025,MedSurg,Friday,FALSE,,,0,75,238
16/05/2025,ICU,Friday,FALSE,,,0,14,56
16/05/2025,Maternity,Friday,FALSE,,,0,11,35
17/05/2025,OR,Saturday,FALSE,,,3,3,50
17/05/2025,MedSurg,Saturday,FALSE,,,0,64,189
17/05/2025,ICU,Saturday,FALSE,,,0,12,46
17/05/2025,Maternity,Saturday,FALSE,,,0,9,47
18/05/2025,OR,Sunday,FALSE,,,4,4,84
18/05/2025,MedSurg,Sunday,FALSE,,,0,68,195
18/05/2025,ICU,Sunday,FALSE,,,0,13,73
18/05/2025,Maternity,Sunday,FALSE,,,0,10,33
19/05/2025,OR,Monday,TRUE,Victoria Day,Public,10,10,179
19/05/2025,MedSurg,Monday,TRUE,Victoria Day,Public,0,61,190
19/05/2025,ICU,Monday,TRUE,Victoria Day,Public,0,12,59
19/05/2025,Maternity,Monday,TRUE,Victoria Day,Public,0,9,37
20/05/2025,OR,Tuesday,FALSE,,,16,16,287
20/05/2025,MedSurg,Tuesday,FALSE,,,0,66,211
20/05/2025,ICU,Tuesday,FALSE,,,0,12,49
20/05/2025,Maternity,Tuesday,FALSE,,,0,9,38
21/05/2025,OR,Wednesday,FALSE,,,20,20,361
21/05/2025,MedSurg,Wednesday,FALSE,,,0,71,216
21/05/2025,ICU,Wednesday,FALSE,,,0,13,75
21/05/2025,Maternity,Wednesday,FALSE,,,0,10,30
22/05/2025,OR,Thursday,FALSE,,,18,18,316
22/05/2025,MedSurg,Thursday,FALSE,,,0,75,235
22/05/2025,ICU,Thursday,FALSE,,,0,14,66
22/05/2025,Maternity,Thursday,FALSE,,,0,11,55
23/05/2025,OR,Friday,FALSE,,,18,18,323
23/05/2025,MedSurg,Friday,FALSE,,,0,62,196
23/05/2025,ICU,Friday,FALSE,,,0,11,31
23/05/2025,Maternity,Friday,FALSE,,,0,9,33
24/05/2025,OR,Saturday,FALSE,,,7,7,124
24/05/2025,MedSurg,Saturday,FALSE,,,0,64,200
24/05/2025,ICU,Saturday,FALSE,,,0,12,78
24/05/2025,Maternity,Saturday,FALSE,,,0,9,30
25/05/2025,OR,Sunday,FALSE,,,5,5,77
25/05/2025,MedSurg,Sunday,FALSE,,,0,69,212
25/05/2025,ICU,Sunday,FALSE,,,0,13,82
25/05/2025,Maternity,Sunday,FALSE,,,0,10,41
26/05/2025,OR,Monday,FALSE,,,18,18,337
26/05/2025,MedSurg,Monday,FALSE,,,0,67,205
26/05/2025,ICU,Monday,FALSE,,,0,12,54
26/05/2025,Maternity,Monday,FALSE,,,0,10,34
27/05/2025,OR,Tuesday,FALSE,,,17,17,303
27/05/2025,MedSurg,Tuesday,FALSE,,,0,69,213
27/05/2025,ICU,Tuesday,FALSE,,,0,12,57
27/05/2025,Maternity,Tuesday,FALSE,,,0,10,28
28/05/2025,OR,Wednesday,FALSE,,,14,14,249
28/05/2025,MedSurg,Wednesday,FALSE,,,0,64,198
28/05/2025,ICU,Wednesday,FALSE,,,0,11,37
28/05/2025,Maternity,Wednesday,FALSE,,,0,9,37
29/05/2025,OR,Thursday,FALSE,,,18,18,324
29/05/2025,MedSurg,Thursday,FALSE,,,0,64,213
29/05/2025,ICU,Thursday,FALSE,,,0,12,33
29/05/2025,Maternity,Thursday,FALSE,,,0,9,36
30/05/2025,OR,Friday,FALSE,,,16,16,291
30/05/2025,MedSurg,Friday,FALSE,,,0,62,201
30/05/2025,ICU,Friday,FALSE,,,0,11,49
30/05/2025,Maternity,Friday,FALSE,,,0,9,39
31/05/2025,OR,Saturday,FALSE,,,7,7,129
31/05/2025,MedSurg,Saturday,FALSE,,,0,70,211
31/05/2025,ICU,Saturday,FALSE,,,0,12,54
31/05/2025,Maternity,Saturday,FALSE,,,0,10,47
01/06/2025,OR,Sunday,FALSE,,,8,8,143
01/06/2025,MedSurg,Sunday,FALSE,,,0,64,193
01/06/2025,ICU,Sunday,FALSE,,,0,11,53
01/06/2025,Maternity,Sunday,FALSE,,,0,9,37
02/06/2025,OR,Monday,FALSE,,,17,17,301
02/06/2025,MedSurg,Monday,FALSE,,,0,70,218
02/06/2025,ICU,Monday,FALSE,,,0,12,49
02/06/2025,Maternity,Monday,FALSE,,,0,10,35
03/06/2025,OR,Tuesday,FALSE,,,14,14,254
03/06/2025,MedSurg,Tuesday,FALSE,,,0,70,219
03/06/2025,ICU,Tuesday,FALSE,,,0,12,58
03/06/2025,Maternity,Tuesday,FALSE,,,0,10,29
04/06/2025,OR,Wednesday,FALSE,,,16,16,293
04/06/2025,MedSurg,Wednesday,FALSE,,,0,68,208
04/06/2025,ICU,Wednesday,FALSE,,,0,12,69
04/06/2025,Maternity,Wednesday,FALSE,,,0,10,45
05/06/2025,OR,Thursday,FALSE,,,20,20,360
05/06/2025,MedSurg,Thursday,FALSE,,,0,73,225
05/06/2025,ICU,Thursday,FALSE,,,0,13,51
05/06/2025,Maternity,Thursday,FALSE,,,0,11,38
06/06/2025,OR,Friday,FALSE,,,16,16,283
06/06/2025,MedSurg,Friday,FALSE,,,0,70,217
06/06/2025,ICU,Friday,FALSE,,,0,12,55
06/06/2025,Maternity,Friday,FALSE,,,0,10,38
07/06/2025,OR,Saturday,FALSE,,,5,5,105
07/06/2025,MedSurg,Saturday,FALSE,,,0,74,229
07/06/2025,ICU,Saturday,FALSE,,,0,13,74
07/06/2025,Maternity,Saturday,FALSE,,,0,11,54
08/06/2025,OR,Sunday,FALSE,,,3,3,57
08/06/2025,MedSurg,Sunday,FALSE,,,0,63,188
08/06/2025,ICU,Sunday,FALSE,,,0,11,48
08/06/2025,Maternity,Sunday,FALSE,,,0,9,35
09/06/2025,OR,Monday,FALSE,,,21,21,384
09/06/2025,MedSurg,Monday,FALSE,,,0,72,234
09/06/2025,ICU,Monday,FALSE,,,0,12,57
09/06/2025,Maternity,Monday,FALSE,,,0,11,50
10/06/2025,OR,Tuesday,FALSE,,,16,16,283
10/06/2025,MedSurg,Tuesday,FALSE,,,0,69,202
10/06/2025,ICU,Tuesday,FALSE,,,0,12,57
10/06/2025,Maternity,Tuesday,FALSE,,,0,10,46
11/06/2025,OR,Wednesday,FALSE,,,17,17,316
11/06/2025,MedSurg,Wednesday,FALSE,,,0,66,200
11/06/2025,ICU,Wednesday,FALSE,,,0,11,39
11/06/2025,Maternity,Wednesday,FALSE,,,0,10,27
12/06/2025,OR,Thursday,FALSE,,,14,14,235
12/06/2025,MedSurg,Thursday,FALSE,,,0,76,241
12/06/2025,ICU,Thursday,FALSE,,,0,13,51
12/06/2025,Maternity,Thursday,FALSE,,,0,11,55
13/06/2025,OR,Friday,FALSE,,,15,15,275
13/06/2025,MedSurg,Friday,FALSE,,,0,63,195
13/06/2025,ICU,Friday,FALSE,,,0,11,41
13/06/2025,Maternity,Friday,FALSE,,,0,9,26
14/06/2025,OR,Saturday,FALSE,,,6,6,100
14/06/2025,MedSurg,Saturday,FALSE,,,0,67,209
14/06/2025,ICU,Saturday,FALSE,,,0,11,46
14/06/2025,Maternity,Saturday,FALSE,,,0,10,35
15/06/2025,OR,Sunday,FALSE,,,3,3,53
15/06/2025,MedSurg,Sunday,FALSE,,,0,67,204
15/06/2025,ICU,Sunday,FALSE,,,0,11,37
15/06/2025,Maternity,Sunday,FALSE,,,0,10,31
16/06/2025,OR,Monday,FALSE,,,16,16,290
16/06/2025,MedSurg,Monday,FALSE,,,0,65,203
16/06/2025,ICU,Monday,FALSE,,,0,11,43
16/06/2025,Maternity,Monday,FALSE,,,0,10,53
17/06/2025,OR,Tuesday,FALSE,,,19,19,346
17/06/2025,MedSurg,Tuesday,FALSE,,,0,70,211
17/06/2025,ICU,Tuesday,FALSE,,,0,12,45
17/06/2025,Maternity,Tuesday,FALSE,,,0,10,38
18/06/2025,OR,Wednesday,FALSE,,,16,16,297
18/06/2025,MedSurg,Wednesday,FALSE,,,0,75,241
18/06/2025,ICU,Wednesday,FALSE,,,0,13,59
18/06/2025,Maternity,Wednesday,FALSE,,,0,11,45
19/06/2025,OR,Thursday,FALSE,,,20,20,367
19/06/2025,MedSurg,Thursday,FALSE,,,0,71,219
19/06/2025,ICU,Thursday,FALSE,,,0,12,66
19/06/2025,Maternity,Thursday,FALSE,,,0,11,45
20/06/2025,OR,Friday,FALSE,,,20,20,360
20/06/2025,MedSurg,Friday,FALSE,,,0,59,177
20/06/2025,ICU,Friday,FALSE,,,0,10,42
20/06/2025,Maternity,Friday,FALSE,,,0,9,26
21/06/2025,OR,Saturday,FALSE,,,7,7,126
21/06/2025,MedSurg,Saturday,FALSE,,,0,61,187
21/06/2025,ICU,Saturday,FALSE,,,0,10,41
21/06/2025,Maternity,Saturday,FALSE,,,0,9,25
22/06/2025,OR,Sunday,FALSE,,,6,6,109
22/06/2025,MedSurg,Sunday,FALSE,,,0,71,212
22/06/2025,ICU,Sunday,FALSE,,,0,12,51
